,firstname,lastname,birthmonth,birthday,birthyear,course,phonenumber,gender,carrier
1448,name1449,lastname1449,March,13,1998,BS Communications Technology Management,+639171785991,Male,Globe
1449,name1450,lastname1450,March,14,1997,BS Communications Technology Management,+639271561184,Female,Globe
1450,name1451,lastname1451,November,11,1999,BS Legal Management,+639173824890,Male,Globe
1451,name1452,lastname1452,October,12,2001,BS Legal Management,+639179604687,Female,Globe
1452,name1453,lastname1453,December,11,2000,BS Information Technology Entrepreneurship,+639273222243,Female,Globe
1453,name1454,lastname1454,February,15,1998,BS Communications Technology Management,+639278324339,Female,Globe
1454,name1455,lastname1455,January,5,1997,BS Communications Technology Management,+639175153847,Male,Globe
1455,name1456,lastname1456,February,4,2001,BS Management Engineering,+639176159128,Female,Globe
1456,name1457,lastname1457,June,21,1999,BS Communications Technology Management,+639171612559,Male,Globe
1457,name1458,lastname1458,December,7,2000,BS Information Technology Entrepreneurship,+639171578809,Male,Globe
1458,name1459,lastname1459,May,23,1998,BS Legal Management,+639174619605,Male,Globe
1459,name1460,lastname1460,October,27,1997,BS Communications Technology Management,+639173739387,Male,Globe
1460,name1461,lastname1461,March,24,1997,BS Legal Management,+639177339630,Male,Globe
1461,name1462,lastname1462,January,19,2000,BS Management,+639178313939,Male,Globe
1462,name1463,lastname1463,September,17,1998,BS Information Technology Entrepreneurship,+639177478978,Female,Globe
1463,name1464,lastname1464,May,2,1998,BS Information Technology Entrepreneurship,+639272471072,Female,Globe
1464,name1465,lastname1465,March,13,1997,BS Legal Management,+639272996251,Male,Globe
1465,name1466,lastname1466,August,22,1999,BS Management,+639275332737,Male,Globe
1466,name1467,lastname1467,January,5,1999,BS Management Engineering,+639176161710,Male,Globe
1467,name1468,lastname1468,May,26,1998,BS Communications Technology Management,+639173635546,Female,Globe
1468,name1469,lastname1469,February,20,1998,BS Management,+639275024474,Female,Globe
1469,name1470,lastname1470,September,24,1998,BS Legal Management,+639182941027,Female,Smart
1470,name1471,lastname1471,August,19,1998,BS Information Technology Entrepreneurship,+639273441830,Male,Globe
1471,name1472,lastname1472,October,6,2000,BS Management Engineering,+639181848390,Male,Smart
1472,name1473,lastname1473,November,19,1997,BS Communications Technology Management,+639183869272,Female,Smart
1473,name1474,lastname1474,January,17,1998,BS Communications Technology Management,+639188731895,Female,Smart
1474,name1475,lastname1475,November,27,2001,BS Legal Management,+639182689223,Female,Smart
1475,name1476,lastname1476,March,17,1997,BS Management,+639174465151,Female,Globe
1476,name1477,lastname1477,November,4,1998,BS Communications Technology Management,+639181491182,Female,Smart
1477,name1478,lastname1478,April,10,2000,BS Communications Technology Management,+639271411139,Female,Globe
1478,name1479,lastname1479,April,13,2001,BS Legal Management,+639183229858,Female,Smart
1479,name1480,lastname1480,November,27,2000,BS Management Engineering,+639181858617,Male,Smart
1480,name1481,lastname1481,July,2,2001,BS Management,+639273555906,Female,Globe
1481,name1482,lastname1482,August,3,2001,BS Communications Technology Management,+639172601467,Male,Globe
1482,name1483,lastname1483,February,28,1997,BS Legal Management,+639186731640,Female,Smart
1483,name1484,lastname1484,February,18,1999,BS Management Engineering,+639274007002,Male,Globe
1484,name1485,lastname1485,January,21,2001,BS Management,+639181622673,Male,Smart
1485,name1486,lastname1486,February,12,1997,BS Management Engineering,+639183142326,Male,Smart
1486,name1487,lastname1487,February,6,2000,BS Management Engineering,+639177744619,Female,Globe
1487,name1488,lastname1488,May,8,1998,BS Management Engineering,+639179821304,Female,Globe
1488,name1489,lastname1489,August,25,1998,BS Legal Management,+639184664113,Female,Smart
1489,name1490,lastname1490,November,15,1999,BS Management Engineering,+639275264600,Female,Globe
1490,name1491,lastname1491,November,19,1997,BS Management,+639178405589,Female,Globe
1491,name1492,lastname1492,March,4,1999,BS Communications Technology Management,+639183373436,Male,Smart
1492,name1493,lastname1493,September,17,2001,BS Management,+639188508278,Female,Smart
1493,name1494,lastname1494,June,2,1999,BS Information Technology Entrepreneurship,+639272722481,Male,Globe
1494,name1495,lastname1495,May,1,1997,BS Communications Technology Management,+639273178513,Female,Globe
1495,name1496,lastname1496,April,1,1998,BS Management,+639174722973,Female,Globe
1496,name1497,lastname1497,November,4,1997,BS Information Technology Entrepreneurship,+639279792316,Female,Globe
1497,name1498,lastname1498,April,27,1997,BS Communications Technology Management,+639278721565,Male,Globe
1498,name1499,lastname1499,September,13,2001,BS Legal Management,+639278993998,Male,Globe
1499,name1500,lastname1500,January,16,1999,BS Legal Management,+639275148153,Male,Globe
1500,name1501,lastname1501,December,7,1997,BS Legal Management,+639275608025,Female,Globe
1501,name1502,lastname1502,January,18,2000,BS Communications Technology Management,+639179437148,Female,Globe
1502,name1503,lastname1503,January,4,1998,BS Legal Management,+639273763449,Female,Globe
1503,name1504,lastname1504,August,26,1998,BS Information Technology Entrepreneurship,+639277651116,Female,Globe
1504,name1505,lastname1505,April,2,1999,BS Communications Technology Management,+639279981959,Female,Globe
1505,name1506,lastname1506,November,28,1999,BS Management,+639174262724,Male,Globe
1506,name1507,lastname1507,September,25,1997,BS Management Engineering,+639175381553,Female,Globe
1507,name1508,lastname1508,May,4,2001,BS Communications Technology Management,+639175354647,Female,Globe
1508,name1509,lastname1509,May,7,1999,BS Communications Technology Management,+639271951266,Female,Globe
1509,name1510,lastname1510,September,8,1998,BS Communications Technology Management,+639172099303,Female,Globe
1510,name1511,lastname1511,April,5,1999,BS Communications Technology Management,+639173135237,Male,Globe
1511,name1512,lastname1512,June,4,1999,BS Management Engineering,+639174101813,Male,Globe
1512,name1513,lastname1513,November,20,1998,BS Management,+639176905462,Male,Globe
1513,name1514,lastname1514,June,9,1998,BS Management,+639172696027,Female,Globe
1514,name1515,lastname1515,September,21,1998,BS Information Technology Entrepreneurship,+639181673141,Female,Smart
1515,name1516,lastname1516,September,7,1999,BS Management,+639174553546,Female,Globe
1516,name1517,lastname1517,December,23,1997,BS Information Technology Entrepreneurship,+639172203638,Male,Globe
1517,name1518,lastname1518,October,24,1997,BS Communications Technology Management,+639182322424,Female,Smart
1518,name1519,lastname1519,March,15,1999,BS Communications Technology Management,+639274778478,Female,Globe
1519,name1520,lastname1520,December,10,2001,BS Communications Technology Management,+639185508210,Male,Smart
1520,name1521,lastname1521,July,9,1999,BS Information Technology Entrepreneurship,+639187741846,Female,Smart
1521,name1522,lastname1522,June,16,1998,BS Information Technology Entrepreneurship,+639175261163,Male,Globe
1522,name1523,lastname1523,February,23,1998,BS Legal Management,+639186134122,Male,Smart
1523,name1524,lastname1524,October,17,1999,BS Information Technology Entrepreneurship,+639272351099,Female,Globe
1524,name1525,lastname1525,March,28,2000,BS Information Technology Entrepreneurship,+639186785551,Female,Smart
1525,name1526,lastname1526,February,19,1998,BS Legal Management,+639175006762,Female,Globe
1526,name1527,lastname1527,November,20,1999,BS Management,+639175086548,Male,Globe
1527,name1528,lastname1528,April,26,2001,BS Management,+639172644707,Male,Globe
1528,name1529,lastname1529,July,15,1998,BS Communications Technology Management,+639271363607,Male,Globe
1529,name1530,lastname1530,January,7,1999,BS Legal Management,+639184507095,Female,Smart
1530,name1531,lastname1531,November,19,1997,BS Management,+639275857391,Female,Globe
1531,name1532,lastname1532,October,9,1998,BS Communications Technology Management,+639274308844,Male,Globe
1532,name1533,lastname1533,June,17,1999,BS Legal Management,+639279467151,Female,Globe
1533,name1534,lastname1534,May,6,2000,BS Information Technology Entrepreneurship,+639179653855,Male,Globe
1534,name1535,lastname1535,September,5,1998,BS Communications Technology Management,+639185985927,Male,Smart
1535,name1536,lastname1536,June,12,2001,BS Information Technology Entrepreneurship,+639187478793,Male,Smart
1536,name1537,lastname1537,February,6,2000,BS Information Technology Entrepreneurship,+639184326128,Female,Smart
1537,name1538,lastname1538,May,18,1998,BS Legal Management,+639279699809,Male,Globe
1538,name1539,lastname1539,January,24,1998,BS Communications Technology Management,+639177564283,Male,Globe
1539,name1540,lastname1540,July,7,2000,BS Management Engineering,+639172421536,Female,Globe
1540,name1541,lastname1541,November,16,1999,BS Communications Technology Management,+639274968246,Male,Globe
1541,name1542,lastname1542,February,3,1999,BS Management,+639185796860,Female,Smart
1542,name1543,lastname1543,May,20,1997,BS Legal Management,+639277155047,Female,Globe
1543,name1544,lastname1544,March,18,1997,BS Information Technology Entrepreneurship,+639276646033,Female,Globe
1544,name1545,lastname1545,February,7,1997,BS Legal Management,+639274263430,Male,Globe
1545,name1546,lastname1546,February,9,2000,BS Legal Management,+639185679539,Female,Smart
1546,name1547,lastname1547,March,4,1998,BS Management,+639274983341,Male,Globe
1547,name1548,lastname1548,October,10,1999,BS Communications Technology Management,+639274008565,Male,Globe
1548,name1549,lastname1549,June,23,1999,BS Management,+639177606884,Male,Globe
1549,name1550,lastname1550,October,15,2000,BS Legal Management,+639184104200,Female,Smart
1550,name1551,lastname1551,December,13,1998,BS Management Engineering,+639274491400,Male,Globe
1551,name1552,lastname1552,July,11,1997,BS Legal Management,+639184424432,Male,Smart
1552,name1553,lastname1553,March,19,1998,BS Communications Technology Management,+639181636088,Male,Smart
1553,name1554,lastname1554,January,10,1998,BS Management Engineering,+639179217601,Female,Globe
1554,name1555,lastname1555,December,27,1997,BS Communications Technology Management,+639188377380,Male,Smart
1555,name1556,lastname1556,November,24,1999,BS Management Engineering,+639177427013,Female,Globe
1556,name1557,lastname1557,April,2,1997,BS Management Engineering,+639271156056,Female,Globe
1557,name1558,lastname1558,January,19,1999,BS Legal Management,+639274053000,Male,Globe
1558,name1559,lastname1559,August,20,2001,BS Management,+639179177094,Female,Globe
1559,name1560,lastname1560,May,21,1998,BS Information Technology Entrepreneurship,+639274502022,Female,Globe
1560,name1561,lastname1561,November,10,1999,BS Management Engineering,+639272979539,Male,Globe
1561,name1562,lastname1562,June,23,1998,BS Management,+639273869411,Female,Globe
1562,name1563,lastname1563,November,5,1998,BS Management,+639189442477,Male,Smart
1563,name1564,lastname1564,July,28,1999,BS Management Engineering,+639279457548,Male,Globe
1564,name1565,lastname1565,August,15,1997,BS Management Engineering,+639185913333,Male,Smart
1565,name1566,lastname1566,August,12,1997,BS Legal Management,+639276214551,Male,Globe
1566,name1567,lastname1567,June,2,2001,BS Communications Technology Management,+639175008114,Male,Globe
1567,name1568,lastname1568,September,3,1999,BS Legal Management,+639278151632,Male,Globe
1568,name1569,lastname1569,March,18,1999,BS Management Engineering,+639186323144,Male,Smart
1569,name1570,lastname1570,September,16,1997,BS Management,+639178907944,Male,Globe
1570,name1571,lastname1571,April,25,2001,BS Management,+639182606647,Female,Smart
1571,name1572,lastname1572,September,14,2001,BS Communications Technology Management,+639188684725,Male,Smart
1572,name1573,lastname1573,January,26,1997,BS Legal Management,+639179003067,Male,Globe
1573,name1574,lastname1574,December,9,1998,BS Legal Management,+639175643281,Male,Globe
1574,name1575,lastname1575,January,22,1998,BS Management,+639188157208,Female,Smart
1575,name1576,lastname1576,March,17,1998,BS Information Technology Entrepreneurship,+639276323351,Female,Globe
1576,name1577,lastname1577,January,12,1997,BS Information Technology Entrepreneurship,+639177608418,Male,Globe
1577,name1578,lastname1578,February,27,1999,BS Management Engineering,+639175809793,Female,Globe
1578,name1579,lastname1579,May,15,1999,BS Management Engineering,+639181724970,Female,Smart
1579,name1580,lastname1580,May,18,1998,BS Information Technology Entrepreneurship,+639182725703,Female,Smart
1580,name1581,lastname1581,December,9,2001,BS Legal Management,+639189626954,Female,Smart
1581,name1582,lastname1582,November,4,2000,BS Management Engineering,+639274916684,Female,Globe
1582,name1583,lastname1583,November,19,1997,BS Management,+639277089046,Male,Globe
1583,name1584,lastname1584,July,21,1997,BS Management Engineering,+639279288064,Female,Globe
1584,name1585,lastname1585,March,5,1997,BS Management Engineering,+639279895381,Male,Globe
1585,name1586,lastname1586,September,25,1997,BS Management,+639178625481,Male,Globe
1586,name1587,lastname1587,March,28,1997,BS Information Technology Entrepreneurship,+639174972907,Male,Globe
1587,name1588,lastname1588,April,11,2001,BS Information Technology Entrepreneurship,+639173481333,Male,Globe
1588,name1589,lastname1589,May,5,1998,BS Legal Management,+639187749374,Male,Smart
1589,name1590,lastname1590,January,22,2001,BS Legal Management,+639176879040,Female,Globe
1590,name1591,lastname1591,February,28,2001,BS Information Technology Entrepreneurship,+639275332835,Male,Globe
1591,name1592,lastname1592,August,8,2001,BS Communications Technology Management,+639272368391,Female,Globe
1592,name1593,lastname1593,December,22,1997,BS Management,+639187839530,Male,Smart
1593,name1594,lastname1594,September,4,1997,BS Management,+639189275880,Female,Smart
1594,name1595,lastname1595,June,25,2000,BS Information Technology Entrepreneurship,+639276616951,Female,Globe
1595,name1596,lastname1596,March,27,2000,BS Legal Management,+639183591983,Female,Smart
1596,name1597,lastname1597,July,20,1999,BS Management,+639172924179,Male,Globe
1597,name1598,lastname1598,November,15,1999,BS Management,+639182858534,Male,Smart
1598,name1599,lastname1599,September,25,1998,BS Management Engineering,+639181648297,Male,Smart
1599,name1600,lastname1600,June,1,1998,BS Communications Technology Management,+639272888492,Female,Globe
1600,name1601,lastname1601,February,15,1997,BS Management,+639188679643,Female,Smart
1601,name1602,lastname1602,June,25,1997,BS Management Engineering,+639189051512,Female,Smart
1602,name1603,lastname1603,September,4,1999,BS Information Technology Entrepreneurship,+639275759786,Female,Globe
1603,name1604,lastname1604,May,19,1998,BS Legal Management,+639189085902,Male,Smart
1604,name1605,lastname1605,April,5,1999,BS Communications Technology Management,+639183863965,Male,Smart
1605,name1606,lastname1606,May,20,1997,BS Management,+639171098620,Female,Globe
1606,name1607,lastname1607,January,1,1997,BS Communications Technology Management,+639273345450,Male,Globe
1607,name1608,lastname1608,April,21,1998,BS Management Engineering,+639188121222,Male,Smart
1608,name1609,lastname1609,July,18,1998,BS Legal Management,+639188577371,Female,Smart
1609,name1610,lastname1610,March,25,1999,BS Management,+639278345521,Male,Globe
1610,name1611,lastname1611,April,14,2000,BS Management,+639184858289,Male,Smart
1611,name1612,lastname1612,June,13,1999,BS Management Engineering,+639179224155,Female,Globe
1612,name1613,lastname1613,February,15,1997,BS Management Engineering,+639278937520,Female,Globe
1613,name1614,lastname1614,January,1,1997,BS Management,+639173263403,Male,Globe
1614,name1615,lastname1615,November,20,1997,BS Communications Technology Management,+639176456607,Female,Globe
1615,name1616,lastname1616,April,16,1998,BS Management Engineering,+639174347543,Male,Globe
1616,name1617,lastname1617,October,13,1999,BS Communications Technology Management,+639185079807,Male,Smart
1617,name1618,lastname1618,May,18,1999,BS Communications Technology Management,+639171692137,Female,Globe
1618,name1619,lastname1619,April,25,1998,BS Legal Management,+639275061238,Male,Globe
1619,name1620,lastname1620,July,17,1999,BS Information Technology Entrepreneurship,+639183689133,Male,Smart
1620,name1621,lastname1621,July,19,1999,BS Information Technology Entrepreneurship,+639275582114,Male,Globe
1621,name1622,lastname1622,May,9,1997,BS Management Engineering,+639175981160,Female,Globe
1622,name1623,lastname1623,October,28,1999,BS Communications Technology Management,+639279978860,Male,Globe
1623,name1624,lastname1624,June,23,1999,BS Management Engineering,+639279733481,Male,Globe
1624,name1625,lastname1625,April,7,1997,BS Management Engineering,+639177827480,Female,Globe
1625,name1626,lastname1626,July,7,1998,BS Management,+639187729716,Male,Smart
1626,name1627,lastname1627,December,26,2000,BS Management,+639172095036,Male,Globe
1627,name1628,lastname1628,October,1,1999,BS Information Technology Entrepreneurship,+639187183375,Male,Smart
1628,name1629,lastname1629,August,13,1999,BS Legal Management,+639187776708,Male,Smart
1629,name1630,lastname1630,September,11,1997,BS Management Engineering,+639177827638,Male,Globe
1630,name1631,lastname1631,December,8,2001,BS Management Engineering,+639177009826,Male,Globe
1631,name1632,lastname1632,February,16,1999,BS Legal Management,+639174225632,Male,Globe
1632,name1633,lastname1633,July,27,1998,BS Management,+639273522048,Male,Globe
1633,name1634,lastname1634,June,25,2001,BS Information Technology Entrepreneurship,+639276674402,Female,Globe
1634,name1635,lastname1635,September,3,2000,BS Management Engineering,+639183542271,Female,Smart
1635,name1636,lastname1636,December,7,1998,BS Communications Technology Management,+639175994743,Male,Globe
1636,name1637,lastname1637,December,22,1997,BS Management Engineering,+639171458973,Male,Globe
1637,name1638,lastname1638,April,25,1997,BS Information Technology Entrepreneurship,+639179361237,Female,Globe
1638,name1639,lastname1639,March,8,1999,BS Information Technology Entrepreneurship,+639175309570,Female,Globe
1639,name1640,lastname1640,August,3,1998,BS Management,+639173244108,Male,Globe
1640,name1641,lastname1641,June,14,1997,BS Management Engineering,+639271908210,Male,Globe
1641,name1642,lastname1642,December,12,1999,BS Management,+639174753924,Female,Globe
1642,name1643,lastname1643,March,10,1997,BS Management,+639178578466,Male,Globe
1643,name1644,lastname1644,September,21,2000,BS Management,+639184563730,Male,Smart
1644,name1645,lastname1645,March,21,1998,BS Management Engineering,+639188457547,Male,Smart
1645,name1646,lastname1646,August,4,2001,BS Management,+639276275354,Female,Globe
1646,name1647,lastname1647,February,5,2000,BS Management Engineering,+639175137001,Male,Globe
1647,name1648,lastname1648,July,8,1998,BS Legal Management,+639176098149,Male,Globe
1648,name1649,lastname1649,March,17,1997,BS Management Engineering,+639273243799,Female,Globe
1649,name1650,lastname1650,April,26,2001,BS Communications Technology Management,+639182766108,Female,Smart
1650,name1651,lastname1651,May,16,1997,BS Management Engineering,+639175408194,Male,Globe
1651,name1652,lastname1652,July,23,1999,BS Information Technology Entrepreneurship,+639278052574,Male,Globe
1652,name1653,lastname1653,July,7,1998,BS Communications Technology Management,+639279397447,Female,Globe
1653,name1654,lastname1654,November,4,1998,BS Management,+639182793610,Male,Smart
1654,name1655,lastname1655,January,17,2000,BS Communications Technology Management,+639271823538,Male,Globe
1655,name1656,lastname1656,May,9,2001,BS Communications Technology Management,+639172252450,Female,Globe
1656,name1657,lastname1657,February,20,1997,BS Information Technology Entrepreneurship,+639275855387,Female,Globe
1657,name1658,lastname1658,November,17,1999,BS Information Technology Entrepreneurship,+639271324378,Female,Globe
1658,name1659,lastname1659,February,16,2001,BS Management,+639174266016,Male,Globe
1659,name1660,lastname1660,March,4,1997,BS Legal Management,+639183779121,Female,Smart
1660,name1661,lastname1661,December,19,1997,BS Legal Management,+639273512073,Female,Globe
1661,name1662,lastname1662,May,11,2000,BS Information Technology Entrepreneurship,+639173319925,Male,Globe
1662,name1663,lastname1663,June,7,1999,BS Information Technology Entrepreneurship,+639272828654,Male,Globe
1663,name1664,lastname1664,June,9,2001,BS Legal Management,+639171092041,Male,Globe
1664,name1665,lastname1665,March,27,1998,BS Management,+639188769262,Female,Smart
1665,name1666,lastname1666,October,4,2000,BS Legal Management,+639174935680,Female,Globe
1666,name1667,lastname1667,September,25,1999,BS Legal Management,+639177822046,Female,Globe
1667,name1668,lastname1668,August,2,1998,BS Communications Technology Management,+639183168589,Male,Smart
1668,name1669,lastname1669,June,16,1997,BS Legal Management,+639279276310,Female,Globe
1669,name1670,lastname1670,July,19,1997,BS Management Engineering,+639274018816,Female,Globe
1670,name1671,lastname1671,February,27,2001,BS Information Technology Entrepreneurship,+639172342366,Male,Globe
1671,name1672,lastname1672,May,9,1999,BS Legal Management,+639172119349,Female,Globe
1672,name1673,lastname1673,January,8,2000,BS Communications Technology Management,+639175284529,Female,Globe
1673,name1674,lastname1674,November,19,1998,BS Management Engineering,+639172091835,Male,Globe
1674,name1675,lastname1675,May,28,1997,BS Information Technology Entrepreneurship,+639272674069,Female,Globe
1675,name1676,lastname1676,December,25,2000,BS Legal Management,+639184065317,Female,Smart
1676,name1677,lastname1677,June,18,2000,BS Communications Technology Management,+639173507936,Male,Globe
1677,name1678,lastname1678,November,13,2000,BS Legal Management,+639186686906,Male,Smart
1678,name1679,lastname1679,May,12,2001,BS Information Technology Entrepreneurship,+639187641314,Male,Smart
1679,name1680,lastname1680,December,22,1998,BS Information Technology Entrepreneurship,+639172293120,Male,Globe
1680,name1681,lastname1681,March,25,1999,BS Management Engineering,+639176669320,Male,Globe
1681,name1682,lastname1682,October,21,1998,BS Management Engineering,+639178737447,Male,Globe
1682,name1683,lastname1683,November,10,1998,BS Management Engineering,+639184484070,Male,Smart
1683,name1684,lastname1684,December,21,1997,BS Management,+639278602285,Male,Globe
1684,name1685,lastname1685,December,16,1997,BS Legal Management,+639182828460,Male,Smart
1685,name1686,lastname1686,August,11,1997,BS Management Engineering,+639273808663,Male,Globe
1686,name1687,lastname1687,April,24,1998,BS Management Engineering,+639277259531,Female,Globe
1687,name1688,lastname1688,June,3,1999,BS Communications Technology Management,+639179613410,Female,Globe
1688,name1689,lastname1689,December,18,1999,BS Management Engineering,+639274089900,Male,Globe
1689,name1690,lastname1690,July,6,1997,BS Management Engineering,+639176973877,Female,Globe
1690,name1691,lastname1691,September,18,1997,BS Information Technology Entrepreneurship,+639179504112,Male,Globe
1691,name1692,lastname1692,May,4,2000,BS Information Technology Entrepreneurship,+639173312269,Female,Globe
1692,name1693,lastname1693,February,7,1998,BS Management Engineering,+639278436944,Male,Globe
1693,name1694,lastname1694,February,18,2001,BS Management,+639189899777,Female,Smart
1694,name1695,lastname1695,January,10,1997,BS Management,+639189598868,Female,Smart
1695,name1696,lastname1696,February,20,2001,BS Information Technology Entrepreneurship,+639184329643,Female,Smart
1696,name1697,lastname1697,March,7,1999,BS Information Technology Entrepreneurship,+639183516631,Male,Smart
1697,name1698,lastname1698,October,25,1999,BS Information Technology Entrepreneurship,+639177096669,Male,Globe
1698,name1699,lastname1699,December,5,1997,BS Management,+639177086860,Male,Globe
1699,name1700,lastname1700,April,18,1998,BS Management,+639174935524,Female,Globe
1700,name1701,lastname1701,June,1,1997,BS Communications Technology Management,+639173984541,Male,Globe
1701,name1702,lastname1702,January,19,1998,BS Legal Management,+639174178666,Male,Globe
1702,name1703,lastname1703,June,22,1997,BS Legal Management,+639182951382,Male,Smart
1703,name1704,lastname1704,February,2,1998,BS Legal Management,+639185157421,Female,Smart
1704,name1705,lastname1705,January,1,1997,BS Communications Technology Management,+639173113470,Female,Globe
1705,name1706,lastname1706,August,16,1998,BS Information Technology Entrepreneurship,+639279399260,Female,Globe
1706,name1707,lastname1707,September,23,2001,BS Management,+639279863129,Male,Globe
1707,name1708,lastname1708,November,3,1997,BS Information Technology Entrepreneurship,+639188178602,Female,Smart
1708,name1709,lastname1709,December,18,1997,BS Information Technology Entrepreneurship,+639187653651,Male,Smart
1709,name1710,lastname1710,October,25,2001,BS Legal Management,+639276031574,Female,Globe
1710,name1711,lastname1711,May,25,1998,BS Information Technology Entrepreneurship,+639189701693,Female,Smart
1711,name1712,lastname1712,December,19,1998,BS Management Engineering,+639279338376,Male,Globe
1712,name1713,lastname1713,April,14,1997,BS Management,+639277513712,Male,Globe
1713,name1714,lastname1714,August,15,2001,BS Management,+639182368919,Male,Smart
1714,name1715,lastname1715,July,2,1997,BS Communications Technology Management,+639175598093,Male,Globe
1715,name1716,lastname1716,September,25,2000,BS Legal Management,+639185408555,Male,Smart
1716,name1717,lastname1717,November,5,1997,BS Information Technology Entrepreneurship,+639188942375,Male,Smart
1717,name1718,lastname1718,May,17,1997,BS Management Engineering,+639188382342,Female,Smart
1718,name1719,lastname1719,July,2,2000,BS Management Engineering,+639276318040,Female,Globe
1719,name1720,lastname1720,January,6,1997,BS Legal Management,+639177381839,Male,Globe
1720,name1721,lastname1721,July,23,1998,BS Communications Technology Management,+639275443279,Female,Globe
1721,name1722,lastname1722,March,4,1998,BS Information Technology Entrepreneurship,+639176938959,Female,Globe
1722,name1723,lastname1723,May,22,1998,BS Information Technology Entrepreneurship,+639172813092,Female,Globe
1723,name1724,lastname1724,June,10,1997,BS Management,+639172526526,Female,Globe
1724,name1725,lastname1725,April,23,1998,BS Communications Technology Management,+639272685622,Male,Globe
1725,name1726,lastname1726,September,26,1997,BS Legal Management,+639176609137,Female,Globe
1726,name1727,lastname1727,January,26,1998,BS Management Engineering,+639275814936,Male,Globe
1727,name1728,lastname1728,August,19,1997,BS Management,+639175655934,Female,Globe
1728,name1729,lastname1729,November,12,1997,BS Legal Management,+639187764007,Female,Smart
1729,name1730,lastname1730,April,13,1999,BS Management Engineering,+639184612548,Female,Smart
1730,name1731,lastname1731,August,22,1998,BS Communications Technology Management,+639273687728,Female,Globe
1731,name1732,lastname1732,August,21,1998,BS Management,+639273762938,Male,Globe
1732,name1733,lastname1733,January,19,2000,BS Communications Technology Management,+639277402743,Female,Globe
1733,name1734,lastname1734,June,15,2000,BS Legal Management,+639182007458,Female,Smart
1734,name1735,lastname1735,March,26,1997,BS Legal Management,+639276328106,Female,Globe
1735,name1736,lastname1736,October,17,1997,BS Legal Management,+639176537150,Female,Globe
1736,name1737,lastname1737,August,1,2001,BS Management,+639179322383,Male,Globe
1737,name1738,lastname1738,February,4,2001,BS Legal Management,+639271737762,Male,Globe
1738,name1739,lastname1739,August,26,2000,BS Management,+639186479671,Female,Smart
1739,name1740,lastname1740,May,14,1999,BS Legal Management,+639272256935,Female,Globe
1740,name1741,lastname1741,September,8,2000,BS Information Technology Entrepreneurship,+639188637980,Female,Smart
1741,name1742,lastname1742,September,7,1999,BS Management,+639183017635,Female,Smart
1742,name1743,lastname1743,May,17,2000,BS Legal Management,+639279651587,Female,Globe
1743,name1744,lastname1744,October,27,1997,BS Information Technology Entrepreneurship,+639274781325,Male,Globe
1744,name1745,lastname1745,January,6,1998,BS Legal Management,+639173216378,Male,Globe
1745,name1746,lastname1746,October,16,1997,BS Information Technology Entrepreneurship,+639279287417,Female,Globe
1746,name1747,lastname1747,July,12,1997,BS Management,+639184012702,Female,Smart
1747,name1748,lastname1748,September,11,1999,BS Communications Technology Management,+639278641701,Male,Globe
1748,name1749,lastname1749,May,17,2000,BS Legal Management,+639183759630,Female,Smart
1749,name1750,lastname1750,February,1,1997,BS Management,+639181858937,Male,Smart
1750,name1751,lastname1751,May,6,1999,BS Management,+639271444452,Male,Globe
1751,name1752,lastname1752,September,17,1997,BS Information Technology Entrepreneurship,+639277984040,Female,Globe
1752,name1753,lastname1753,April,18,1998,BS Information Technology Entrepreneurship,+639183864372,Male,Smart
1753,name1754,lastname1754,April,20,1997,BS Legal Management,+639184004239,Female,Smart
1754,name1755,lastname1755,June,2,1997,BS Management Engineering,+639174821573,Female,Globe
1755,name1756,lastname1756,May,2,1998,BS Information Technology Entrepreneurship,+639279421394,Female,Globe
1756,name1757,lastname1757,May,11,1999,BS Legal Management,+639275456854,Male,Globe
1757,name1758,lastname1758,October,21,1997,BS Communications Technology Management,+639188628091,Male,Smart
1758,name1759,lastname1759,May,14,1998,BS Information Technology Entrepreneurship,+639276342284,Female,Globe
1759,name1760,lastname1760,August,17,1998,BS Communications Technology Management,+639273508183,Male,Globe
1760,name1761,lastname1761,March,28,1998,BS Management,+639172725999,Female,Globe
1761,name1762,lastname1762,May,13,1998,BS Communications Technology Management,+639274688484,Male,Globe
1762,name1763,lastname1763,May,2,1998,BS Communications Technology Management,+639174593522,Male,Globe
1763,name1764,lastname1764,June,3,1999,BS Management Engineering,+639273091720,Female,Globe
1764,name1765,lastname1765,February,18,1998,BS Management Engineering,+639279729371,Female,Globe
1765,name1766,lastname1766,September,28,2001,BS Communications Technology Management,+639183997923,Male,Smart
1766,name1767,lastname1767,November,13,1998,BS Management,+639271122072,Male,Globe
1767,name1768,lastname1768,November,21,1998,BS Information Technology Entrepreneurship,+639272445177,Male,Globe
1768,name1769,lastname1769,December,8,1999,BS Management,+639277506690,Female,Globe
1769,name1770,lastname1770,January,5,1999,BS Communications Technology Management,+639183214539,Female,Smart
1770,name1771,lastname1771,November,4,1997,BS Information Technology Entrepreneurship,+639276227513,Male,Globe
1771,name1772,lastname1772,December,27,1999,BS Legal Management,+639274395173,Male,Globe
1772,name1773,lastname1773,February,16,1999,BS Management Engineering,+639278865322,Male,Globe
1773,name1774,lastname1774,March,13,1999,BS Communications Technology Management,+639174582332,Male,Globe
